#Incident Continuum, Enr	nFn 
6.33854e-04	8.738e-02
6.37031e-04	8.454e-02
6.40224e-04	8.176e-02
6.43432e-04	7.905e-02
6.46657e-04	7.642e-02
6.49898e-04	7.385e-02
6.53155e-04	7.135e-02
6.56429e-04	6.891e-02
6.59719e-04	6.654e-02
6.63025e-04	6.423e-02
6.66348e-04	6.199e-02
6.69688e-04	5.980e-02
6.73044e-04	5.768e-02
6.76417e-04	5.562e-02
6.79807e-04	5.362e-02
6.83214e-04	5.167e-02
6.86638e-04	4.978e-02
6.90080e-04	4.795e-02
6.93538e-04	4.617e-02
6.97014e-04	4.444e-02
7.00508e-04	4.276e-02
7.04018e-04	4.114e-02
7.07547e-04	3.957e-02
7.11093e-04	3.804e-02
7.14657e-04	3.656e-02
7.18239e-04	3.513e-02
7.21838e-04	3.375e-02
7.25456e-04	3.241e-02
7.29092e-04	3.112e-02
7.32746e-04	2.986e-02
7.36418e-04	2.865e-02
7.40109e-04	2.748e-02
7.43818e-04	2.635e-02
7.47546e-04	2.526e-02
7.51293e-04	2.420e-02
7.55058e-04	2.318e-02
7.58843e-04	2.220e-02
7.62646e-04	2.126e-02
7.66468e-04	2.034e-02
7.70309e-04	1.946e-02
7.74170e-04	1.861e-02
7.78050e-04	1.780e-02
7.81949e-04	1.701e-02
7.85868e-04	1.625e-02
7.89807e-04	1.552e-02
7.93766e-04	1.482e-02
7.97744e-04	1.415e-02
8.01742e-04	1.350e-02
8.05760e-04	1.288e-02
8.09798e-04	1.228e-02
8.13857e-04	1.171e-02
8.17936e-04	1.116e-02
8.22035e-04	1.063e-02
8.26155e-04	1.012e-02
8.30296e-04	9.635e-03
8.34457e-04	9.169e-03
8.38639e-04	8.722e-03
8.42842e-04	8.294e-03
8.47067e-04	7.885e-03
8.51312e-04	7.493e-03
8.55579e-04	7.118e-03
8.59867e-04	6.759e-03
8.64176e-04	6.416e-03
8.68507e-04	6.088e-03
8.72860e-04	5.775e-03
8.77235e-04	5.476e-03
8.81631e-04	5.191e-03
8.86050e-04	4.919e-03
8.90490e-04	4.659e-03
8.94953e-04	4.411e-03
8.99439e-04	4.175e-03
9.03947e-04	3.950e-03
9.08477e-04	3.736e-03
9.13030e-04	3.532e-03
9.17606e-04	3.338e-03
9.22205e-04	3.153e-03
9.26827e-04	2.978e-03
9.31472e-04	2.811e-03
9.36141e-04	2.652e-03
9.40832e-04	2.502e-03
9.45548e-04	2.359e-03
9.50287e-04	2.223e-03
9.55049e-04	2.094e-03
9.59836e-04	1.972e-03
9.64646e-04	1.857e-03
9.69481e-04	1.747e-03
9.74340e-04	1.643e-03
9.79223e-04	1.545e-03
9.84131e-04	1.452e-03
9.89063e-04	1.364e-03
9.94020e-04	1.281e-03
9.99002e-04	1.202e-03
1.00401e-03	1.128e-03
1.00904e-03	1.058e-03
1.01410e-03	9.919e-04
1.01918e-03	9.295e-04
1.02429e-03	8.707e-04
1.02942e-03	8.152e-04
1.03458e-03	7.629e-04
1.03977e-03	7.137e-04
1.04498e-03	6.673e-04
1.05021e-03	6.237e-04
1.05548e-03	5.827e-04
1.06077e-03	5.442e-04
1.06608e-03	5.079e-04
1.07143e-03	4.739e-04
1.07680e-03	4.420e-04
1.08219e-03	4.120e-04
1.08762e-03	3.839e-04
1.09307e-03	3.575e-04
1.09855e-03	3.328e-04
1.10405e-03	3.097e-04
1.10959e-03	2.880e-04
1.11515e-03	2.677e-04
1.12074e-03	2.488e-04
1.12635e-03	2.311e-04
1.13200e-03	2.145e-04
1.13767e-03	1.990e-04
1.14337e-03	1.846e-04
1.14910e-03	1.711e-04
1.15486e-03	1.585e-04
1.16065e-03	1.468e-04
1.16647e-03	1.359e-04
1.17231e-03	1.258e-04
1.17819e-03	1.163e-04
1.18409e-03	1.075e-04
1.19003e-03	9.931e-05
1.19599e-03	9.170e-05
1.20199e-03	8.463e-05
1.20801e-03	7.807e-05
1.21407e-03	7.199e-05
1.22015e-03	6.634e-05
1.22627e-03	6.111e-05
1.23241e-03	5.626e-05
1.23859e-03	5.177e-05
1.24480e-03	4.761e-05
1.25103e-03	4.376e-05
1.25730e-03	4.021e-05
1.26361e-03	3.692e-05
1.26994e-03	3.389e-05
1.27630e-03	3.109e-05
1.28270e-03	2.850e-05
1.28913e-03	2.612e-05
1.29559e-03	2.393e-05
1.30208e-03	2.190e-05
1.30861e-03	2.004e-05
1.31517e-03	1.833e-05
1.32176e-03	1.675e-05
1.32838e-03	1.530e-05
1.33504e-03	1.397e-05
1.34173e-03	1.275e-05
1.34846e-03	1.163e-05
1.35521e-03	1.061e-05
1.36201e-03	9.666e-06
1.36883e-03	8.804e-06
1.37569e-03	8.015e-06
1.38259e-03	7.293e-06
1.38952e-03	6.634e-06
1.39648e-03	6.031e-06
1.40348e-03	5.480e-06
1.41051e-03	4.978e-06
1.41758e-03	4.520e-06
1.42469e-03	4.102e-06
1.43183e-03	3.722e-06
1.43900e-03	3.376e-06
1.44622e-03	3.061e-06
1.45346e-03	2.774e-06
1.46075e-03	2.514e-06
1.46807e-03	2.278e-06
1.47543e-03	2.064e-06
1.48282e-03	1.869e-06
1.49025e-03	1.693e-06
1.49772e-03	1.534e-06
1.50523e-03	1.390e-06
1.51277e-03	1.259e-06
1.52036e-03	1.141e-06
1.52798e-03	1.035e-06
1.53563e-03	9.392e-07
1.54333e-03	8.528e-07
1.55106e-03	7.750e-07
1.55884e-03	7.049e-07
1.56665e-03	6.420e-07
1.57450e-03	5.855e-07
1.58239e-03	5.348e-07
1.59032e-03	4.894e-07
1.59829e-03	4.487e-07
1.60631e-03	4.123e-07
1.61436e-03	3.799e-07
1.62245e-03	3.509e-07
1.63058e-03	3.252e-07
1.63875e-03	3.023e-07
1.64696e-03	2.819e-07
1.65522e-03	2.639e-07
1.66351e-03	2.480e-07
1.67185e-03	2.340e-07
1.68023e-03	2.217e-07
1.68865e-03	2.109e-07
1.69711e-03	2.015e-07
1.70562e-03	1.933e-07
1.71417e-03	1.862e-07
1.72276e-03	1.801e-07
1.73139e-03	1.748e-07
1.74007e-03	1.704e-07
1.74879e-03	1.667e-07
1.75756e-03	1.637e-07
1.76636e-03	1.612e-07
1.77522e-03	1.592e-07
1.78411e-03	1.577e-07
1.79306e-03	1.566e-07
1.80204e-03	1.558e-07
1.81107e-03	1.554e-07
1.82015e-03	1.553e-07
1.82927e-03	1.555e-07
1.83844e-03	1.559e-07
1.84766e-03	1.566e-07
1.85692e-03	1.574e-07
1.86622e-03	1.584e-07
1.87558e-03	1.595e-07
1.88498e-03	1.608e-07
1.89442e-03	1.623e-07
1.90392e-03	1.638e-07
1.91346e-03	1.655e-07
1.92305e-03	1.673e-07
1.93269e-03	1.691e-07
1.94237e-03	1.711e-07
1.95211e-03	1.731e-07
1.96189e-03	1.752e-07
1.97172e-03	1.773e-07
1.98161e-03	1.796e-07
1.99154e-03	1.819e-07
2.00152e-03	1.842e-07
2.01155e-03	1.866e-07
2.02163e-03	1.891e-07
2.03176e-03	1.916e-07
2.04195e-03	1.942e-07
2.05218e-03	1.968e-07
2.06247e-03	1.994e-07
2.07280e-03	2.022e-07
2.08319e-03	2.049e-07
2.09363e-03	2.077e-07
2.10412e-03	2.106e-07
2.11467e-03	2.135e-07
2.12527e-03	2.164e-07
2.13592e-03	2.194e-07
2.14663e-03	2.224e-07
2.15738e-03	2.255e-07
2.16820e-03	2.286e-07
2.17906e-03	2.318e-07
2.18998e-03	2.350e-07
2.20096e-03	2.382e-07
2.21199e-03	2.415e-07
2.22308e-03	2.449e-07
2.23422e-03	2.483e-07
2.24542e-03	2.517e-07
2.25667e-03	2.552e-07
2.26798e-03	2.588e-07
2.27935e-03	2.624e-07
2.29077e-03	2.660e-07
2.30225e-03	2.697e-07
2.31379e-03	2.735e-07
2.32539e-03	2.773e-07
2.33704e-03	2.811e-07
2.34875e-03	2.850e-07
2.36052e-03	2.890e-07
2.37236e-03	2.930e-07
2.38425e-03	2.971e-07
2.39619e-03	3.012e-07
2.40820e-03	3.054e-07
2.42027e-03	3.097e-07
2.43240e-03	3.140e-07
2.44459e-03	3.183e-07
2.45685e-03	3.228e-07
2.46916e-03	3.273e-07
2.48153e-03	3.318e-07
2.49397e-03	3.364e-07
2.50647e-03	3.411e-07
2.51903e-03	3.458e-07
2.53166e-03	3.507e-07
2.54435e-03	3.555e-07
2.55710e-03	3.605e-07
2.56991e-03	3.655e-07
2.58279e-03	3.706e-07
2.59574e-03	3.757e-07
2.60875e-03	3.810e-07
2.62182e-03	3.863e-07
2.63496e-03	3.916e-07
2.64817e-03	3.971e-07
2.66144e-03	4.026e-07
2.67478e-03	4.082e-07
2.68818e-03	4.139e-07
2.70166e-03	4.196e-07
2.71520e-03	4.255e-07
2.72881e-03	4.314e-07
2.74248e-03	4.374e-07
2.75623e-03	4.435e-07
2.77004e-03	4.496e-07
2.78392e-03	4.559e-07
2.79788e-03	4.622e-07
2.81190e-03	4.687e-07
2.82599e-03	4.752e-07
2.84016e-03	4.818e-07
2.85439e-03	4.885e-07
2.86870e-03	4.953e-07
2.88307e-03	5.022e-07
2.89752e-03	5.091e-07
2.91204e-03	5.162e-07
2.92664e-03	5.234e-07
2.94131e-03	5.307e-07
2.95605e-03	5.381e-07
2.97086e-03	5.456e-07
2.98575e-03	5.531e-07
3.00072e-03	5.608e-07
3.01576e-03	5.686e-07
3.03087e-03	5.765e-07
3.04606e-03	5.846e-07
3.06133e-03	5.927e-07
3.07667e-03	6.009e-07
3.09209e-03	6.093e-07
3.10759e-03	6.178e-07
3.12316e-03	6.264e-07
3.13881e-03	6.351e-07
3.15455e-03	6.439e-07
3.17036e-03	6.529e-07
3.18624e-03	6.619e-07
3.20221e-03	6.711e-07
3.21826e-03	6.805e-07
3.23439e-03	6.899e-07
3.25060e-03	6.995e-07
3.26689e-03	7.093e-07
3.28327e-03	7.191e-07
3.29972e-03	7.291e-07
3.31626e-03	7.393e-07
3.33288e-03	7.496e-07
3.34958e-03	7.600e-07
3.36637e-03	7.706e-07
3.38324e-03	7.813e-07
3.40020e-03	7.921e-07
3.41724e-03	8.032e-07
3.43437e-03	8.143e-07
3.45158e-03	8.257e-07
3.46888e-03	8.371e-07
3.48626e-03	8.488e-07
3.50374e-03	8.606e-07
3.52130e-03	8.726e-07
3.53894e-03	8.847e-07
3.55668e-03	8.970e-07
3.57451e-03	9.095e-07
3.59242e-03	9.221e-07
3.61043e-03	9.349e-07
3.62852e-03	9.479e-07
3.64671e-03	9.611e-07
3.66498e-03	9.745e-07
3.68335e-03	9.881e-07
3.70181e-03	1.002e-06
3.72036e-03	1.016e-06
3.73901e-03	1.030e-06
3.75775e-03	1.044e-06
3.77658e-03	1.059e-06
3.79551e-03	1.073e-06
3.81453e-03	1.088e-06
3.83365e-03	1.103e-06
3.85286e-03	1.119e-06
3.87217e-03	1.134e-06
3.89158e-03	1.150e-06
3.91109e-03	1.166e-06
3.93069e-03	1.182e-06
3.95039e-03	1.199e-06
3.97019e-03	1.216e-06
3.99008e-03	1.232e-06
4.01008e-03	1.250e-06
4.03018e-03	1.267e-06
4.05038e-03	1.285e-06
4.07068e-03	1.302e-06
4.09108e-03	1.321e-06
4.11158e-03	1.339e-06
4.13219e-03	1.358e-06
4.15290e-03	1.376e-06
4.17371e-03	1.396e-06
4.19463e-03	1.415e-06
4.21565e-03	1.435e-06
4.23678e-03	1.455e-06
4.25802e-03	1.475e-06
4.27936e-03	1.495e-06
4.30080e-03	1.516e-06
4.32236e-03	1.537e-06
4.34402e-03	1.559e-06
4.36579e-03	1.580e-06
4.38767e-03	1.602e-06
4.40966e-03	1.625e-06
4.43177e-03	1.647e-06
4.45398e-03	1.670e-06
4.47630e-03	1.693e-06
4.49873e-03	1.717e-06
4.52128e-03	1.741e-06
4.54394e-03	1.765e-06
4.56671e-03	1.789e-06
4.58960e-03	1.814e-06
4.61260e-03	1.840e-06
4.63572e-03	1.865e-06
4.65895e-03	1.891e-06
4.68230e-03	1.917e-06
4.70577e-03	1.944e-06
4.72936e-03	1.971e-06
4.75306e-03	1.999e-06
4.77688e-03	2.026e-06
4.80082e-03	2.055e-06
4.82488e-03	2.083e-06
4.84906e-03	2.112e-06
4.87337e-03	2.141e-06
4.89779e-03	2.171e-06
4.92234e-03	2.201e-06
4.94701e-03	2.232e-06
4.97180e-03	2.263e-06
4.99672e-03	2.295e-06
5.02176e-03	2.326e-06
5.04693e-03	2.359e-06
5.07222e-03	2.392e-06
5.09765e-03	2.425e-06
5.12319e-03	2.459e-06
5.14887e-03	2.493e-06
5.17468e-03	2.528e-06
5.20061e-03	2.563e-06
5.22667e-03	2.598e-06
5.25287e-03	2.634e-06
5.27920e-03	2.671e-06
5.30566e-03	2.708e-06
5.33225e-03	2.746e-06
5.35897e-03	2.784e-06
5.38583e-03	2.823e-06
5.41282e-03	2.862e-06
5.43995e-03	2.902e-06
5.46721e-03	2.942e-06
5.49462e-03	2.983e-06
5.52215e-03	3.025e-06
5.54983e-03	3.067e-06
5.57764e-03	3.109e-06
5.60560e-03	3.153e-06
5.63369e-03	3.196e-06
5.66193e-03	3.241e-06
5.69030e-03	3.286e-06
5.71882e-03	3.332e-06
5.74748e-03	3.378e-06
5.77629e-03	3.425e-06
5.80524e-03	3.473e-06
5.83433e-03	3.521e-06
5.86358e-03	3.570e-06
5.89296e-03	3.620e-06
5.92250e-03	3.670e-06
5.95218e-03	3.721e-06
5.98201e-03	3.773e-06
6.01199e-03	3.825e-06
6.04212e-03	3.878e-06
6.07241e-03	3.932e-06
6.10284e-03	3.987e-06
6.13343e-03	4.042e-06
6.16417e-03	4.099e-06
6.19506e-03	4.156e-06
6.22611e-03	4.214e-06
6.25731e-03	4.272e-06
6.28867e-03	4.332e-06
6.32019e-03	4.392e-06
6.35187e-03	4.453e-06
6.38370e-03	4.515e-06
6.41569e-03	4.578e-06
6.44785e-03	4.641e-06
6.48017e-03	4.706e-06
6.51264e-03	4.771e-06
6.54528e-03	4.838e-06
6.57809e-03	4.905e-06
6.61106e-03	4.973e-06
6.64419e-03	5.042e-06
6.67749e-03	5.112e-06
6.71095e-03	5.184e-06
6.74459e-03	5.256e-06
6.77839e-03	5.329e-06
6.81236e-03	5.403e-06
6.84651e-03	5.478e-06
6.88082e-03	5.554e-06
6.91531e-03	5.631e-06
6.94996e-03	5.710e-06
6.98480e-03	5.789e-06
7.01980e-03	5.870e-06
7.05498e-03	5.951e-06
7.09034e-03	6.034e-06
7.12588e-03	6.118e-06
7.16159e-03	6.203e-06
7.19748e-03	6.289e-06
7.23356e-03	6.377e-06
7.26981e-03	6.466e-06
7.30625e-03	6.555e-06
7.34286e-03	6.647e-06
7.37967e-03	6.739e-06
7.41665e-03	6.833e-06
7.45382e-03	6.928e-06
7.49118e-03	7.024e-06
7.52872e-03	7.122e-06
7.56646e-03	7.221e-06
7.60438e-03	7.321e-06
7.64249e-03	7.423e-06
7.68079e-03	7.526e-06
7.71929e-03	7.631e-06
7.75798e-03	7.737e-06
7.79686e-03	7.845e-06
7.83593e-03	7.954e-06
7.87521e-03	8.065e-06
7.91468e-03	8.177e-06
7.95434e-03	8.290e-06
7.99421e-03	8.406e-06
8.03427e-03	8.523e-06
8.07454e-03	8.641e-06
8.11501e-03	8.761e-06
8.15568e-03	8.883e-06
8.19655e-03	9.007e-06
8.23763e-03	9.132e-06
8.27892e-03	9.259e-06
8.32041e-03	9.388e-06
8.36211e-03	9.518e-06
8.40402e-03	9.651e-06
8.44614e-03	9.785e-06
8.48847e-03	9.921e-06
8.53102e-03	1.006e-05
8.57377e-03	1.020e-05
8.61674e-03	1.034e-05
8.65993e-03	1.048e-05
8.70333e-03	1.063e-05
8.74695e-03	1.078e-05
8.79079e-03	1.093e-05
8.83485e-03	1.108e-05
8.87912e-03	1.123e-05
8.92363e-03	1.139e-05
8.96835e-03	1.155e-05
9.01330e-03	1.171e-05
9.05847e-03	1.187e-05
9.10387e-03	1.201e-05
9.14950e-03	1.205e-05
9.19535e-03	1.209e-05
9.24144e-03	1.212e-05
9.28775e-03	1.216e-05
9.33430e-03	1.220e-05
9.38108e-03	1.224e-05
9.42810e-03	1.228e-05
9.47535e-03	1.231e-05
9.52284e-03	1.235e-05
9.57057e-03	1.239e-05
9.61854e-03	1.244e-05
9.66674e-03	1.248e-05
9.71519e-03	1.253e-05
9.76388e-03	1.257e-05
9.81282e-03	1.261e-05
9.86200e-03	1.266e-05
9.91142e-03	1.270e-05
9.96110e-03	1.275e-05
1.00110e-02	1.280e-05
1.00612e-02	1.285e-05
1.01116e-02	1.290e-05
1.01623e-02	1.295e-05
1.02132e-02	1.301e-05
1.02644e-02	1.306e-05
1.03159e-02	1.311e-05
1.03676e-02	1.317e-05
1.04195e-02	1.322e-05
1.04717e-02	1.327e-05
1.05242e-02	1.333e-05
1.05770e-02	1.339e-05
1.06300e-02	1.346e-05
1.06833e-02	1.352e-05
1.07368e-02	1.358e-05
1.07906e-02	1.365e-05
1.08447e-02	1.371e-05
1.08990e-02	1.378e-05
1.09537e-02	1.384e-05
1.10086e-02	1.391e-05
1.10637e-02	1.398e-05
1.11192e-02	1.405e-05
1.11749e-02	1.412e-05
1.12309e-02	1.420e-05
1.12872e-02	1.427e-05
1.13438e-02	1.435e-05
1.14006e-02	1.442e-05
1.14578e-02	1.450e-05
1.15152e-02	1.457e-05
1.15729e-02	1.465e-05
1.16309e-02	1.474e-05
1.16892e-02	1.482e-05
1.17478e-02	1.491e-05
1.18067e-02	1.499e-05
1.18658e-02	1.508e-05
1.19253e-02	1.516e-05
1.19851e-02	1.525e-05
1.20451e-02	1.534e-05
1.21055e-02	1.543e-05
1.21662e-02	1.552e-05
1.22272e-02	1.562e-05
1.22884e-02	1.572e-05
1.23500e-02	1.581e-05
1.24119e-02	1.591e-05
1.24741e-02	1.601e-05
1.25366e-02	1.611e-05
1.25995e-02	1.622e-05
1.26626e-02	1.632e-05
1.27261e-02	1.642e-05
1.27899e-02	1.653e-05
1.28540e-02	1.665e-05
1.29184e-02	1.676e-05
1.29831e-02	1.687e-05
1.30482e-02	1.699e-05
1.31136e-02	1.711e-05
1.31793e-02	1.722e-05
1.32454e-02	1.734e-05
1.33118e-02	1.746e-05
1.33785e-02	1.758e-05
1.34455e-02	1.771e-05
1.35129e-02	1.784e-05
1.35806e-02	1.797e-05
1.36487e-02	1.810e-05
1.37171e-02	1.823e-05
1.37859e-02	1.837e-05
1.38549e-02	1.850e-05
1.39244e-02	1.864e-05
1.39942e-02	1.877e-05
1.40643e-02	1.891e-05
1.41348e-02	1.906e-05
1.42056e-02	1.921e-05
1.42768e-02	1.936e-05
1.43484e-02	1.950e-05
1.44203e-02	1.966e-05
1.44926e-02	1.981e-05
1.45652e-02	1.996e-05
1.46382e-02	2.011e-05
1.47116e-02	2.027e-05
1.47853e-02	2.043e-05
1.48594e-02	2.060e-05
1.49339e-02	2.076e-05
1.50087e-02	2.093e-05
1.50839e-02	2.110e-05
1.51595e-02	2.127e-05
1.52355e-02	2.144e-05
1.53119e-02	2.161e-05
1.53886e-02	2.179e-05
1.54657e-02	2.197e-05
1.55433e-02	2.216e-05
1.56211e-02	2.235e-05
1.56994e-02	2.254e-05
1.57781e-02	2.273e-05
1.58572e-02	2.293e-05
1.59367e-02	2.313e-05
1.60165e-02	2.333e-05
1.60968e-02	2.353e-05
1.61775e-02	2.373e-05
1.62586e-02	2.395e-05
1.63401e-02	2.418e-05
1.64220e-02	2.440e-05
1.65043e-02	2.463e-05
1.65870e-02	2.486e-05
1.66701e-02	2.510e-05
1.67537e-02	2.533e-05
1.68376e-02	2.557e-05
1.69220e-02	2.581e-05
1.70068e-02	2.606e-05
1.70921e-02	2.632e-05
1.71777e-02	2.659e-05
1.72638e-02	2.686e-05
1.73503e-02	2.714e-05
1.74373e-02	2.741e-05
1.75247e-02	2.769e-05
1.76125e-02	2.797e-05
1.77008e-02	2.826e-05
1.77895e-02	2.855e-05
1.78787e-02	2.885e-05
1.79683e-02	2.916e-05
1.80583e-02	2.947e-05
1.81488e-02	2.979e-05
1.82398e-02	3.011e-05
1.83312e-02	3.044e-05
1.84231e-02	3.076e-05
1.85154e-02	3.110e-05
1.86082e-02	3.143e-05
1.87015e-02	3.177e-05
1.87952e-02	3.213e-05
1.88894e-02	3.249e-05
1.89840e-02	3.285e-05
1.90792e-02	3.322e-05
1.91748e-02	3.359e-05
1.92709e-02	3.396e-05
1.93675e-02	3.434e-05
1.94646e-02	3.473e-05
1.95621e-02	3.512e-05
1.96602e-02	3.551e-05
1.97587e-02	3.591e-05
1.98577e-02	3.632e-05
1.99572e-02	3.673e-05
2.00573e-02	3.714e-05
2.01578e-02	3.756e-05
2.02588e-02	3.798e-05
2.03604e-02	3.841e-05
2.04624e-02	3.885e-05
2.05650e-02	3.928e-05
2.06680e-02	3.968e-05
2.07716e-02	4.009e-05
2.08757e-02	4.051e-05
2.09803e-02	4.092e-05
2.10855e-02	4.134e-05
2.11912e-02	4.177e-05
2.12974e-02	4.220e-05
2.14041e-02	4.263e-05
2.15114e-02	4.307e-05
2.16192e-02	4.351e-05
2.17275e-02	4.395e-05
2.18364e-02	4.439e-05
2.19459e-02	4.484e-05
2.20559e-02	4.529e-05
2.21664e-02	4.575e-05
2.22775e-02	4.621e-05
2.23892e-02	4.668e-05
2.25014e-02	4.715e-05
2.26141e-02	4.762e-05
2.27275e-02	4.814e-05
2.28414e-02	4.868e-05
2.29559e-02	4.922e-05
2.30709e-02	4.976e-05
2.31865e-02	5.031e-05
2.33027e-02	5.087e-05
2.34195e-02	5.143e-05
2.35369e-02	5.200e-05
2.36549e-02	5.258e-05
2.37734e-02	5.316e-05
2.38926e-02	5.374e-05
2.40123e-02	5.432e-05
2.41327e-02	5.491e-05
2.42536e-02	5.550e-05
2.43752e-02	5.610e-05
2.44973e-02	5.671e-05
2.46201e-02	5.732e-05
2.47435e-02	5.795e-05
2.48675e-02	5.857e-05
2.49921e-02	5.917e-05
2.51174e-02	5.975e-05
2.52433e-02	6.034e-05
2.53698e-02	6.094e-05
2.54970e-02	6.154e-05
2.56247e-02	6.215e-05
2.57532e-02	6.276e-05
2.58822e-02	6.338e-05
2.60120e-02	6.401e-05
2.61423e-02	6.464e-05
2.62733e-02	6.530e-05
2.64050e-02	6.596e-05
2.65374e-02	6.663e-05
2.66704e-02	6.731e-05
2.68040e-02	6.799e-05
2.69384e-02	6.868e-05
2.70734e-02	6.938e-05
2.72091e-02	7.008e-05
2.73454e-02	7.079e-05
2.74825e-02	7.156e-05
2.76202e-02	7.236e-05
2.77586e-02	7.318e-05
2.78978e-02	7.400e-05
2.80376e-02	7.483e-05
2.81781e-02	7.567e-05
2.83193e-02	7.653e-05
2.84613e-02	7.739e-05
2.86039e-02	7.826e-05
2.87473e-02	7.915e-05
2.88913e-02	8.008e-05
2.90361e-02	8.104e-05
2.91817e-02	8.201e-05
2.93279e-02	8.299e-05
2.94749e-02	8.398e-05
2.96226e-02	8.499e-05
2.97711e-02	8.600e-05
2.99203e-02	8.703e-05
3.00702e-02	8.807e-05
3.02210e-02	8.910e-05
3.03724e-02	9.010e-05
3.05246e-02	9.111e-05
3.06776e-02	9.213e-05
3.08314e-02	9.316e-05
3.09859e-02	9.420e-05
3.11412e-02	9.526e-05
3.12973e-02	9.632e-05
3.14541e-02	9.740e-05
3.16118e-02	9.849e-05
3.17702e-02	9.947e-05
3.19294e-02	1.004e-04
3.20895e-02	1.013e-04
3.22503e-02	1.023e-04
3.24119e-02	1.033e-04
3.25744e-02	1.042e-04
3.27376e-02	1.052e-04
3.29017e-02	1.062e-04
3.30666e-02	1.072e-04
3.32323e-02	1.082e-04
3.33989e-02	1.093e-04
3.35663e-02	1.104e-04
3.37345e-02	1.116e-04
3.39036e-02	1.127e-04
3.40735e-02	1.138e-04
3.42442e-02	1.150e-04
3.44159e-02	1.162e-04
3.45884e-02	1.173e-04
3.47617e-02	1.185e-04
3.49359e-02	1.199e-04
3.51110e-02	1.213e-04
3.52870e-02	1.228e-04
3.54638e-02	1.243e-04
3.56416e-02	1.258e-04
3.58202e-02	1.273e-04
3.59997e-02	1.288e-04
3.61802e-02	1.304e-04
3.63615e-02	1.319e-04
3.65437e-02	1.335e-04
3.67269e-02	1.351e-04
3.69110e-02	1.367e-04
3.70959e-02	1.382e-04
3.72819e-02	1.399e-04
3.74687e-02	1.415e-04
3.76565e-02	1.431e-04
3.78452e-02	1.448e-04
3.80349e-02	1.465e-04
3.82255e-02	1.482e-04
3.84171e-02	1.498e-04
3.86096e-02	1.513e-04
3.88032e-02	1.527e-04
3.89976e-02	1.542e-04
3.91931e-02	1.557e-04
3.93895e-02	1.572e-04
3.95869e-02	1.587e-04
3.97853e-02	1.603e-04
3.99847e-02	1.618e-04
4.01851e-02	1.634e-04
4.03865e-02	1.649e-04
4.05889e-02	1.663e-04
4.07924e-02	1.678e-04
4.09968e-02	1.693e-04
4.12023e-02	1.708e-04
4.14088e-02	1.723e-04
4.16163e-02	1.738e-04
4.18249e-02	1.754e-04
4.20345e-02	1.769e-04
4.22452e-02	1.785e-04
4.24569e-02	1.800e-04
4.26697e-02	1.814e-04
4.28835e-02	1.829e-04
4.30985e-02	1.844e-04
4.33145e-02	1.859e-04
4.35315e-02	1.875e-04
4.37497e-02	1.890e-04
4.39690e-02	1.905e-04
4.41893e-02	1.921e-04
4.44108e-02	1.936e-04
4.46334e-02	1.951e-04
4.48571e-02	1.966e-04
4.50819e-02	1.981e-04
4.53078e-02	1.996e-04
4.55349e-02	2.011e-04
4.57631e-02	2.026e-04
4.59925e-02	2.042e-04
4.62230e-02	2.057e-04
4.64547e-02	2.073e-04
4.66875e-02	2.088e-04
4.69215e-02	2.102e-04
4.71566e-02	2.117e-04
4.73930e-02	2.132e-04
4.76305e-02	2.147e-04
4.78692e-02	2.162e-04
4.81091e-02	2.177e-04
4.83503e-02	2.193e-04
4.85926e-02	2.208e-04
4.88361e-02	2.223e-04
4.90809e-02	2.236e-04
4.93269e-02	2.250e-04
4.95741e-02	2.264e-04
4.98225e-02	2.278e-04
5.00722e-02	2.291e-04
5.03232e-02	2.305e-04
5.05754e-02	2.319e-04
5.08289e-02	2.334e-04
5.10836e-02	2.348e-04
5.13396e-02	2.359e-04
5.15970e-02	2.369e-04
5.18555e-02	2.380e-04
5.21154e-02	2.391e-04
5.23766e-02	2.401e-04
5.26391e-02	2.412e-04
5.29030e-02	2.423e-04
5.31681e-02	2.433e-04
5.34346e-02	2.444e-04
5.37024e-02	2.455e-04
5.39715e-02	2.465e-04
5.42420e-02	2.476e-04
5.45139e-02	2.486e-04
5.47871e-02	2.496e-04
5.50617e-02	2.507e-04
5.53376e-02	2.517e-04
5.56150e-02	2.528e-04
5.58937e-02	2.538e-04
5.61738e-02	2.549e-04
5.64554e-02	2.560e-04
5.67383e-02	2.571e-04
5.70227e-02	2.582e-04
5.73085e-02	2.593e-04
5.75957e-02	2.604e-04
5.78843e-02	2.615e-04
5.81744e-02	2.626e-04
5.84660e-02	2.637e-04
5.87590e-02	2.649e-04
5.90535e-02	2.660e-04
5.93495e-02	2.673e-04
5.96469e-02	2.685e-04
5.99459e-02	2.698e-04
6.02463e-02	2.711e-04
6.05483e-02	2.724e-04
6.08517e-02	2.737e-04
6.11567e-02	2.750e-04
6.14632e-02	2.763e-04
6.17712e-02	2.776e-04
6.20808e-02	2.790e-04
6.23920e-02	2.804e-04
6.27047e-02	2.818e-04
6.30189e-02	2.832e-04
6.33348e-02	2.846e-04
6.36522e-02	2.861e-04
6.39712e-02	2.875e-04
6.42918e-02	2.890e-04
6.46140e-02	2.904e-04
6.49379e-02	2.919e-04
6.52633e-02	2.933e-04
6.55904e-02	2.948e-04
6.59192e-02	2.962e-04
6.62495e-02	2.977e-04
6.65816e-02	2.992e-04
