|          energy|          log10jnu|
|          double|            double|
|        Rydbergs|erg/s/cm^2/Hz/ster|
 0.00909449242395     -19.0648893057 
 0.00954607312885     -19.0728333441 
  0.0100150361675       -19.07891786 
  0.0105069542359     -19.0826973392 
  0.0110229604558     -19.0840192741 
  0.0115643165086     -19.0830435312 
  0.0121324476219     -19.0799743585 
  0.0127272086715     -19.0747431789 
  0.0133519141521     -19.0670981655 
  0.0140087339105     -19.0576739088 
  0.0146955029976     -19.0465099668 
  0.0154190886782     -19.0339051445 
  0.0161744433951     -19.0191092788 
   0.016969611562     -19.0010589363 
  0.0178051610176     -18.9796662081 
  0.0186773548039      -18.955918608 
    0.01959716432     -18.9303705635 
  0.0205564660699     -18.9045564033 
  0.0215684767072     -18.8826807053 
  0.0226289580551     -18.8617164361 
  0.0237371227111     -18.8366928051 
  0.0249048412375     -18.8126006488 
  0.0261258067913     -18.7925466466 
   0.027406560628     -18.7713213307 
  0.0287557002487     -18.7454629977 
  0.0301644535214     -18.7168327542 
  0.0316522452546     -18.6911771974 
  0.0332094803528     -18.6729722749 
  0.0348344090551      -18.651767638 
  0.0365530742431      -18.622532244 
  0.0383369011729     -18.5952177893 
  0.0402325890013      -18.575738542 
   0.042207880541     -18.5598208301 
   0.044279307137     -18.5466277193 
  0.0464458787401     -18.5358884573 
  0.0487309166246     -18.5274334962 
  0.0511373816431     -18.5229548527 
  0.0536355586157     -18.5252859752 
  0.0562511198074     -18.5286681119 
  0.0590199573109     -18.5317763833 
  0.0619488878912      -18.532846858 
  0.0649513999202     -18.5326782406 
  0.0681576769544     -18.5329792764 
  0.0715281115291     -18.5327664808 
  0.0750014930766     -18.5328547389 
  0.0786932764145     -18.5339721231 
  0.0825424040652     -18.5361043765 
  0.0866224468517     -18.5387677225 
   0.090854251334     -18.5433309754 
  0.0953508570556     -18.5473881869 
   0.100029433686     -18.5536344198 
   0.104948536322     -18.5610670758 
   0.110096428764     -18.5674907676 
    0.11551123601     -18.5734948117 
   0.121179274053     -18.5804175706 
   0.127130041975     -18.5874524699 
   0.133382339122     -18.5943071297 
   0.139936753821     -18.6025023173 
   0.146789326817     -18.6117785106 
   0.154008474038     -18.6228074856 
   0.161572365404     -18.6354792537 
   0.169506722634     -18.6504906991 
   0.177843118829     -18.6671183568 
   0.186582338428     -18.6833168054 
   0.195719102423     -18.7046984932 
   0.205333064642     -18.7352308546 
   0.215429820539     -18.7709592819 
   0.226008963512     -18.8151151725 
   0.237124158439     -18.8560296611 
   0.248776451237     -18.8733394332 
    0.26095880323     -18.8767500964 
   0.273818551947     -18.8794925121 
   0.287285038108     -18.8818455498 
   0.301345284683     -18.8839230154 
   0.316192970465     -18.8855372782 
   0.331732122636     -18.8850135359 
   0.347945070974     -18.8833422161 
   0.365091402596     -18.8806656819 
   0.383046717478     -18.8776839305 
    0.40179371291     -18.8780885997 
   0.421493127142      -18.881622057 
   0.442148539971     -18.8846594098 
   0.463985815112     -18.8879226725 
   0.486788536795     -18.8940950942 
   0.510514364639     -18.9032093587 
   0.535724950547     -18.9149061439 
   0.562164183146     -18.9277660299 
   0.589817566913      -18.939194229 
   0.618647753483     -18.9561992704 
   0.649051382393     -18.9793466128 
   0.681067369866     -19.0104525819 
   0.714159985016     -19.0577499117 
   0.749398142171     -19.2730623582 
   0.786253788507     -19.3435280372 
    0.82467705057     -19.4743856632 
   0.828870158431     -19.4991621206 
    0.83292336881     -19.5175031658 
   0.836970288381      -19.536162026 
   0.841025676388     -19.5551375546 
   0.845073531183     -19.5744608495 
   0.849128888798     -19.5938901002 
   0.853175426116     -19.6126428476 
   0.857228458835     -19.6305864322 
   0.861279479869     -19.6492569023 
   0.865401843191      -19.668680035 
   0.869580453919     -19.7027857836 
   0.873833129608     -19.7338497589 
   0.878076836462     -19.7620942205 
   0.882327789388     -19.7913961046 
   0.886576972204     -19.8219019266 
   0.888175575907     -19.8021004548 
   0.890832444601     -19.8193574429 
   0.895085004008     -19.8491331217 
   0.899333978979     -19.8769335002 
    0.90357868626      -19.905726812 
   0.907637590518      -19.935637324 
   0.912289905574     -19.9931529533 
   0.916748463193     -20.0466830212 
    0.92120797493     -20.0959822344 
   0.925666889344     -20.1502002425 
   0.930125505376     -20.2106713379 
   0.934584146158     -20.2791835167 
    0.93703664872     -20.3041580928 
    0.93904315945     -20.3316969552 
   0.943501941199     -20.3990446817 
   0.947960861964     -20.4767442706 
   0.952412354599     -20.5690058553 
   0.953132583338      -20.588215711 
   0.953845914826     -20.6088069153 
   0.954559314931     -20.6291944051 
   0.955272781563     -20.6493753051 
   0.955986312626     -20.6693347261 
   0.956699906017     -20.6890705084 
   0.957412553732     -20.7085708437 
   0.958126263945     -20.7278274841 
   0.958840030135     -20.7468351806 
   0.959532632284     -20.7548853147 
   0.960772926701     -20.7856868054 
   0.961993073661     -20.8154717939 
   0.963213269279     -20.8443770471 
   0.964433502118     -20.8723675168 
   0.965653760682     -20.8994101029 
   0.966874033416       -20.92547443 
   0.968094308707     -20.9505334554 
   0.969314574882      -20.974564454 
   0.970534820211      -20.997547435 
   0.971708403583     -21.0123136276 
   0.972494446226     -21.0248611039 
   0.973233946237     -21.0370190284 
   0.973973530764     -21.0487849458 
   0.974713197627     -21.0601601478 
    0.97545190048     -21.0711449593 
   0.976191723859     -21.0817407852 
   0.976931622988     -21.0919510308 
   0.977670546744     -21.1017784165 
    0.97841058915     -21.1112272533 
   0.979121243022     -21.1151045398 
   0.979627529517     -21.1206678623 
   0.980105877163     -21.1261168864 
   0.980583637013     -21.1314161521 
   0.981061862866     -21.1365673489 
   0.981540555404     -21.1415727249 
   0.982018657046     -21.1464328067 
   0.982496165382     -21.1511502752 
   0.982974138322     -21.1557264032 
   0.983452576546     -21.1601645689 
   0.983878364155     -21.1604431864 
   0.984254553004     -21.1632323858 
   0.984578901291     -21.1659856757 
   0.984902398931     -21.1686795347 
   0.985227174409     -21.1713127421 
   0.985551098258     -21.1738884869 
   0.985875235177     -21.1764057434 
   0.986199585377     -21.1788666165 
   0.986524149068     -21.1812702564 
   0.986847857763     -21.1836178313 
   0.987182473058     -21.1826495896 
   0.987408172467     -21.1842691701 
   0.987643608792     -21.1858630223 
