|          energy|          log10jnu|
|          double|            double|
|        Rydbergs|erg/s/cm^2/Hz/ster|
 0.00909449242395     -19.2049865479 
 0.00954607312885     -19.2129305863 
  0.0100150361675     -19.2190151022 
  0.0105069542359     -19.2227945814 
  0.0110229604558     -19.2241165163 
  0.0115643165086     -19.2231407734 
  0.0121324476219     -19.2200716008 
  0.0127272086715     -19.2148404212 
  0.0133519141521     -19.2071954078 
  0.0140087339105      -19.197771151 
  0.0146955029976     -19.1866072091 
  0.0154190886782     -19.1740023868 
  0.0161744433951      -19.159206521 
   0.016969611562     -19.1411561785 
  0.0178051610176     -19.1197634503 
  0.0186773548039     -19.0960158502 
    0.01959716432     -19.0704678058 
  0.0205564660699     -19.0446536455 
  0.0215684767072     -19.0227779475 
  0.0226289580551     -19.0018136783 
  0.0237371227111     -18.9767900474 
  0.0249048412375      -18.952697891 
  0.0261258067913     -18.9326438888 
   0.027406560628      -18.911418573 
  0.0287557002487     -18.8855602399 
  0.0301644535214     -18.8569299964 
  0.0316522452546     -18.8312744396 
  0.0332094803528     -18.8130695171 
  0.0348344090551     -18.7918648802 
  0.0365530742431     -18.7626294862 
  0.0383369011729     -18.7353150315 
  0.0402325890013     -18.7158357843 
   0.042207880541     -18.6999180723 
   0.044279307137     -18.6867249615 
  0.0464458787401     -18.6759856995 
  0.0487309166246     -18.6675307384 
  0.0511373816431      -18.663052095 
  0.0536355586157     -18.6653832174 
  0.0562511198074     -18.6687653541 
  0.0590199573109     -18.6718736256 
  0.0619488878912     -18.6729441002 
  0.0649513999202     -18.6727754828 
  0.0681576769544     -18.6730765186 
  0.0715281115291      -18.672863723 
  0.0750014930766     -18.6729519811 
  0.0786932764145     -18.6740693653 
  0.0825424040652     -18.6762016187 
  0.0866224468517     -18.6788649648 
   0.090854251334     -18.6834282176 
  0.0953508570556     -18.6874854291 
   0.100029433686      -18.693731662 
   0.104948536322      -18.701164318 
   0.110096428764     -18.7075880099 
    0.11551123601     -18.7135920539 
   0.121179274053     -18.7205148128 
   0.127130041975     -18.7275497121 
   0.133382339122     -18.7344043719 
   0.139936753821     -18.7425995596 
   0.146789326817     -18.7518757528 
   0.154008474038     -18.7629047279 
   0.161572365404     -18.7755764959 
   0.169506722634     -18.7905879413 
   0.177843118829      -18.807215599 
   0.186582338428     -18.8234140476 
   0.195719102423     -18.8447957355 
   0.205333064642     -18.8753280968 
   0.215429820539     -18.9110565241 
   0.226008963512     -18.9552124147 
   0.237124158439     -18.9961269033 
   0.248776451237     -19.0134366755 
    0.26095880323     -19.0168473387 
   0.273818551947     -19.0195897544 
   0.287285038108      -19.021942792 
   0.301345284683     -19.0240202577 
   0.316192970465     -19.0256345204 
   0.331732122636     -19.0251107781 
   0.347945070974     -19.0234394584 
   0.365091402596     -19.0207629241 
   0.383046717478     -19.0177811727 
    0.40179371291     -19.0181858419 
   0.421493127142     -19.0217192992 
   0.442148539971      -19.024756652 
   0.463985815112     -19.0280199148 
   0.486788536795     -19.0341923364 
   0.510514364639      -19.043306601 
   0.535724950547     -19.0550033862 
   0.562164183146     -19.0678632721 
   0.589817566913     -19.0792914713 
   0.618647753483     -19.0962965126 
   0.649051382393      -19.119443855 
   0.681067369866     -19.1505498242 
   0.714159985016      -19.197847154 
   0.749398142171     -19.4131596004 
   0.786253788507     -19.4836252794 
    0.82467705057     -19.6144829054 
   0.828870158431     -19.6392593628 
    0.83292336881      -19.657600408 
   0.836970288381     -19.6762592683 
   0.841025676388     -19.6952347968 
   0.845073531183     -19.7145580917 
   0.849128888798     -19.7339873424 
   0.853175426116     -19.7527400899 
   0.857228458835     -19.7706836744 
   0.861279479869     -19.7893541445 
   0.865401843191     -19.8087772772 
   0.869580453919     -19.8428830258 
   0.873833129608     -19.8739470012 
   0.878076836462     -19.9021914627 
   0.882327789388     -19.9314933468 
   0.886576972204     -19.9619991689 
   0.888175575907      -19.942197697 
   0.890832444601     -19.9594546851 
   0.895085004008     -19.9892303639 
   0.899333978979     -20.0170307425 
    0.90357868626     -20.0458240543 
   0.907637590518     -20.0757345662 
   0.912289905574     -20.1332501955 
   0.916748463193     -20.1867802635 
    0.92120797493     -20.2360794766 
   0.925666889344     -20.2902974847 
   0.930125505376     -20.3507685801 
   0.934584146158     -20.4192807589 
    0.93703664872      -20.444255335 
    0.93904315945     -20.4717941975 
   0.943501941199     -20.5391419239 
   0.947960861964     -20.6168415129 
   0.952412354599     -20.7091030975 
   0.953132583338     -20.7283129532 
   0.953845914826     -20.7489041576 
   0.954559314931     -20.7692916473 
   0.955272781563     -20.7894725474 
   0.955986312626     -20.8094319683 
   0.956699906017     -20.8291677507 
   0.957412553732     -20.8486680859 
   0.958126263945     -20.8679247263 
   0.958840030135     -20.8869324228 
   0.959532632284     -20.8949825569 
   0.960772926701     -20.9257840476 
   0.961993073661     -20.9555690361 
   0.963213269279     -20.9844742894 
   0.964433502118     -21.0124647591 
   0.965653760682     -21.0395073451 
   0.966874033416     -21.0655716722 
   0.968094308707     -21.0906306976 
   0.969314574882     -21.1146616962 
   0.970534820211     -21.1376446773 
   0.971708403583     -21.1524108699 
   0.972494446226     -21.1649583461 
   0.973233946237     -21.1771162706 
   0.973973530764      -21.188882188 
   0.974713197627       -21.20025739 
    0.97545190048     -21.2112422015 
   0.976191723859     -21.2218380275 
   0.976931622988      -21.232048273 
   0.977670546744     -21.2418756587 
    0.97841058915     -21.2513244955 
   0.979121243022      -21.255201782 
   0.979627529517     -21.2607651045 
   0.980105877163     -21.2662141287 
   0.980583637013     -21.2715133943 
   0.981061862866     -21.2766645911 
   0.981540555404     -21.2816699672 
   0.982018657046     -21.2865300489 
   0.982496165382     -21.2912475175 
   0.982974138322     -21.2958236454 
   0.983452576546     -21.3002618111 
   0.983878364155     -21.3005404286 
   0.984254553004      -21.303329628 
   0.984578901291      -21.306082918 
   0.984902398931      -21.308776777 
   0.985227174409     -21.3114099843 
   0.985551098258     -21.3139857291 
   0.985875235177     -21.3165029856 
   0.986199585377     -21.3189638588 
   0.986524149068     -21.3213674987 
   0.986847857763     -21.3237150735 
   0.987182473058     -21.3227468318 
   0.987408172467     -21.3243664124 
   0.987643608792     -21.3259602645 
   0.987880228349      -21.327527712 
   0.988115889867     -21.3290663189 
   0.988351663847     -21.3305778929 
    0.98858755037     -21.3320623332 
   0.988823549516     -21.3335192418 
   0.989059661366     -21.3349505818 
   0.989294811997     -21.3363551034 
    0.98954081972     -21.3349982384 
   0.999197522895     -21.3723209467 
    1.04395479537     -21.4217610487 
    1.09514258007     -21.4767574581 
    1.14899526022     -21.5288034136 
    1.20538113873     -21.5812913949 
    1.26459636536     -21.6344159478 
    1.32663872599     -21.6862987873 
    1.39188657535     -21.7365683168 
    1.46013161493     -21.7884145029 
    1.53205807142     -21.8417372696 
    1.60717485164     -21.8969798446 
     1.6862844946     -21.9518344291 
    1.76910918439     -22.0075642452 
    1.85594326045     -22.0615938847 
    1.94715414718     -22.1080442782 
    2.04274409523     -22.1567128079 
    2.14315178946     -22.2064614134 
    2.24837932613     -22.2555844675 
    2.35835440186     -22.3001667371 
     2.4742550662     -22.3379447331 
    2.59620552957     -22.3686340583 
    2.72345529253      -22.390131039 
    2.85753571929     -22.4070965195 
    2.99759256868     -22.6789751257 
    3.14447253582     -22.7664839931 
    3.29930536162     -22.8790993781 
    3.31548666511     -22.8958133753 
    3.33168129426     -22.9087201319 
    3.34788730337     -22.9218004936 
    3.36409028644     -22.9350094937 
    3.38030039424     -22.9483923779 
    3.39650289561      -22.962587907 
    3.41270809476      -22.977824131 
