|          energy|          log10jnu|
|          double|            double|
|        Rydbergs|erg/s/cm^2/Hz/ster|
 0.00909449242395     -19.5761638206 
 0.00954607312885      -19.584107859 
  0.0100150361675      -19.590192375 
  0.0105069542359     -19.5939718541 
  0.0110229604558      -19.595293789 
  0.0115643165086     -19.5943180461 
  0.0121324476219     -19.5912488735 
  0.0127272086715     -19.5860176939 
  0.0133519141521     -19.5783726805 
  0.0140087339105     -19.5689484237 
  0.0146955029976     -19.5577844818 
  0.0154190886782     -19.5451796595 
  0.0161744433951     -19.5303837937 
   0.016969611562     -19.5123334512 
  0.0178051610176      -19.490940723 
  0.0186773548039     -19.4671931229 
    0.01959716432     -19.4416450785 
  0.0205564660699     -19.4158309182 
  0.0215684767072     -19.3939552202 
  0.0226289580551      -19.372990951 
  0.0237371227111     -19.3479673201 
  0.0249048412375     -19.3238751637 
  0.0261258067913     -19.3038211615 
   0.027406560628     -19.2825958457 
  0.0287557002487     -19.2567375126 
  0.0301644535214     -19.2281072691 
  0.0316522452546     -19.2024517123 
  0.0332094803528     -19.1842467898 
  0.0348344090551     -19.1630421529 
  0.0365530742431     -19.1338067589 
  0.0383369011729     -19.1064923042 
  0.0402325890013      -19.087013057 
   0.042207880541     -19.0710953451 
   0.044279307137     -19.0579022342 
  0.0464458787401     -19.0471629722 
  0.0487309166246     -19.0387080111 
  0.0511373816431     -19.0342293677 
  0.0536355586157     -19.0365604901 
  0.0562511198074     -19.0399426268 
  0.0590199573109     -19.0430508983 
  0.0619488878912     -19.0441213729 
  0.0649513999202     -19.0439527555 
  0.0681576769544     -19.0442537913 
  0.0715281115291     -19.0440409957 
  0.0750014930766     -19.0441292538 
  0.0786932764145      -19.045246638 
  0.0825424040652     -19.0473788914 
  0.0866224468517     -19.0500422375 
   0.090854251334     -19.0546054903 
  0.0953508570556     -19.0586627018 
   0.100029433686     -19.0649089347 
   0.104948536322     -19.0723415907 
   0.110096428764     -19.0787652826 
    0.11551123601     -19.0847693266 
   0.121179274053     -19.0916920855 
   0.127130041975     -19.0987269848 
   0.133382339122     -19.1055816446 
   0.139936753821     -19.1137768323 
   0.146789326817     -19.1230530255 
   0.154008474038     -19.1340820006 
   0.161572365404     -19.1467537686 
   0.169506722634      -19.161765214 
   0.177843118829     -19.1783928717 
   0.186582338428     -19.1945913203 
   0.195719102423     -19.2159730082 
   0.205333064642     -19.2465053696 
   0.215429820539     -19.2822337968 
   0.226008963512     -19.3263896874 
   0.237124158439      -19.367304176 
   0.248776451237     -19.3846139482 
    0.26095880323     -19.3880246114 
   0.273818551947     -19.3907670271 
   0.287285038108     -19.3931200647 
   0.301345284683     -19.3951975304 
   0.316192970465     -19.3968117931 
   0.331732122636     -19.3962880508 
   0.347945070974     -19.3946167311 
   0.365091402596     -19.3919401968 
   0.383046717478     -19.3889584454 
    0.40179371291     -19.3893631146 
   0.421493127142     -19.3928965719 
   0.442148539971     -19.3959339247 
   0.463985815112     -19.3991971875 
   0.486788536795     -19.4053696091 
   0.510514364639     -19.4144838737 
   0.535724950547     -19.4261806589 
   0.562164183146     -19.4390405448 
   0.589817566913      -19.450468744 
   0.618647753483     -19.4674737853 
   0.649051382393     -19.4906211277 
   0.681067369866     -19.5217270969 
   0.714159985016     -19.5690244267 
   0.749398142171     -19.7843368731 
   0.786253788507     -19.8548025521 
    0.82467705057     -19.9856601781 
   0.828870158431     -20.0104366355 
    0.83292336881     -20.0287776807 
   0.836970288381      -20.047436541 
   0.841025676388     -20.0664120695 
   0.845073531183     -20.0857353644 
   0.849128888798     -20.1051646151 
   0.853175426116     -20.1239173626 
   0.857228458835     -20.1418609471 
   0.861279479869     -20.1605314172 
   0.865401843191     -20.1799545499 
   0.869580453919     -20.2140602985 
   0.873833129608     -20.2451242739 
   0.878076836462     -20.2733687354 
   0.882327789388     -20.3026706195 
   0.886576972204     -20.3331764416 
   0.888175575907     -20.3133749697 
   0.890832444601     -20.3306319578 
   0.895085004008     -20.3604076366 
   0.899333978979     -20.3882080152 
    0.90357868626      -20.417001327 
   0.907637590518     -20.4469118389 
   0.912289905574     -20.5044274682 
   0.916748463193     -20.5579575362 
    0.92120797493     -20.6072567493 
   0.925666889344     -20.6614747574 
   0.930125505376     -20.7219458528 
   0.934584146158     -20.7904580317 
    0.93703664872     -20.8154326077 
    0.93904315945     -20.8429714702 
   0.943501941199     -20.9103191966 
   0.947960861964     -20.9880187856 
   0.952412354599     -21.0802803702 
   0.953132583338     -21.0994902259 
   0.953845914826     -21.1200814303 
   0.954559314931       -21.14046892 
   0.955272781563     -21.1606498201 
   0.955986312626      -21.180609241 
   0.956699906017     -21.2003450234 
   0.957412553732     -21.2198453586 
   0.958126263945      -21.239101999 
   0.958840030135     -21.2581096955 
   0.959532632284     -21.2661598296 
   0.960772926701     -21.2969613203 
   0.961993073661     -21.3267463088 
   0.963213269279     -21.3556515621 
   0.964433502118     -21.3836420318 
   0.965653760682     -21.4106846178 
   0.966874033416     -21.4367489449 
   0.968094308707     -21.4618079704 
   0.969314574882     -21.4858389689 
   0.970534820211       -21.50882195 
   0.971708403583     -21.5235881426 
   0.972494446226     -21.5361356188 
   0.973233946237     -21.5482935434 
   0.973973530764     -21.5600594607 
   0.974713197627     -21.5714346627 
    0.97545190048     -21.5824194743 
   0.976191723859     -21.5930153002 
   0.976931622988     -21.6032255457 
   0.977670546744     -21.6130529314 
    0.97841058915     -21.6225017682 
   0.979121243022     -21.6263790547 
   0.979627529517     -21.6319423772 
   0.980105877163     -21.6373914014 
   0.980583637013      -21.642690667 
   0.981061862866     -21.6478418638 
   0.981540555404     -21.6528472399 
   0.982018657046     -21.6577073216 
   0.982496165382     -21.6624247902 
   0.982974138322     -21.6670009181 
   0.983452576546     -21.6714390839 
   0.983878364155     -21.6717177013 
   0.984254553004     -21.6745069008 
   0.984578901291     -21.6772601907 
   0.984902398931     -21.6799540497 
   0.985227174409      -21.682587257 
   0.985551098258     -21.6851630018 
   0.985875235177     -21.6876802583 
   0.986199585377     -21.6901411315 
   0.986524149068     -21.6925447714 
   0.986847857763     -21.6948923462 
   0.987182473058     -21.6939241045 
   0.987408172467     -21.6955436851 
   0.987643608792     -21.6971375372 
   0.987880228349     -21.6987049847 
   0.988115889867     -21.7002435916 
   0.988351663847     -21.7017551656 
    0.98858755037     -21.7032396059 
   0.988823549516     -21.7046965145 
   0.989059661366     -21.7061278545 
   0.989294811997     -21.7075323761 
    0.98954081972     -21.7061755111 
   0.999197522895     -21.7434982194 
    1.04395479537     -21.7368932408 
    1.09514258007     -21.7295227357 
    1.14899526022     -21.7190259748 
    1.20538113873      -21.709095493 
    1.26459636536     -21.6997374327 
    1.32663872599     -21.6892180481 
    1.39188657535     -21.6769340512 
    1.46013161493     -21.6664157622 
    1.53205807142     -21.6570888607 
    1.60717485164     -21.6499677328 
     1.6862844946     -21.6422191617 
    1.76910918439     -21.6354776064 
    1.85594326045     -21.6270770727 
    1.94715414718      -21.611020549 
    2.04274409523     -21.5972481892 
    2.14315178946     -21.5844798925 
    2.24837932613     -21.5711529903 
    2.35835440186     -21.5535168019 
     2.4742550662     -21.5287886013 
    2.59620552957     -21.4967941193 
    2.72345529253     -21.4559475605 
    2.85753571929     -21.4102987888 
    2.99759256868     -21.6198345881 
    3.14447253582     -21.6450178481 
    3.29930536162     -21.6950091124 
    3.31548666511     -21.7053487914 
    3.33168129426     -21.7119070531 
    3.34788730337     -21.7186652753 
    3.36409028644     -21.7255838374 
    3.38030039424     -21.7327037624 
    3.39650289561     -21.7406692122 
    3.41270809476      -21.749703976 
    3.42891383534     -21.7593605164 
    3.44511791947     -21.7694022732 
    3.46095002233     -21.7798388757 
    3.47832181568     -21.7929746512 
    3.49531911151     -21.8042487407 
    3.51232088341     -21.8159160542 
    3.52932482651     -21.8279309571 
    3.54632859025     -21.8404293567 
    3.55408791295     -21.7332702596 
     3.5633297784      -21.737588988 
    3.58032594906     -21.7465618732 
    3.59732881548     -21.7563248242 
    3.61432191269     -21.7665199109 
    3.63199737298     -21.7769117688 
     3.6491596223      -21.785225461 
    3.66700123088     -21.7966715058 
    3.68482444968     -21.8087453853 
    3.70267131855     -21.8213812023 
    3.72049442654     -21.8348529893 
    3.73833658463     -21.8490479772 
    3.74853204805     -21.7927779952 
     3.7561648965      -21.798033535 
     3.7740077648     -21.8102862433 
    3.79184739238      -21.823274808 
     3.8096494184     -21.8368639406 
    3.81253432104     -21.8262066674 
    3.81539164663     -21.8283243632 
    3.81823725972     -21.8304658514 
    3.82108712065     -21.8326275848 
    3.82394123891       -21.83480753 
    3.82679962407     -21.8370082694 
    3.82964619136     -21.8392314008 
    3.83249699664     -21.8414733337 
     3.8353520494      -21.843732354 
    3.83853471306     -21.8034342795 
    3.84309981056      -21.806937429 
    3.84796823248     -21.8103382124 
    3.85284900464     -21.8137808169 
    3.85774217409     -21.8172596978 
    3.86261504273     -21.8207806164 
    3.86750023716     -21.8243364653 
    3.87238134869     -21.8279317766 
    3.87725829953     -21.8315624934 
    3.88213101161     -21.8352289502 
    3.88766271707     -21.8084333479 
    3.88996948224     -21.8106799818 
    3.89292746966     -21.8127076276 
    3.89588995909     -21.8147448094 
    3.89885696081     -21.8167892963 
    3.90181177855     -21.8188471763 
     3.9047710784     -21.8209146194 
    3.90771811336     -21.8229911219 
    3.91068638263     -21.8250757453 
     3.9136423566     -21.8271695183 
    3.91606420662     -21.8068046967 
    3.91850590561     -21.8078646017 
    3.92042772523     -21.8091212685 
    3.92233454805      -21.810383394 
    3.92424322667     -21.8116474391 
    3.92615376378     -21.8129155285 
     3.9280661621     -21.8141853517 
    3.92998042437     -21.8154569055 
    3.93189655329     -21.8167327414 
    3.93381455161     -21.8180124803 
    3.93636345953     -21.8015783853 
    3.93702671673     -21.8025422032 
    3.93831986032     -21.8033601011 
    3.93961385368     -21.8041807145 
    3.94090869763      -21.805001757 
    3.94220439303     -21.8058232252 
    3.94350094071     -21.8066453147 
    3.94479834151     -21.8074699435 
    3.94609659627     -21.8082950001 
